0,14.055108,12.612883,13.509988,13.172289,12.716316,13.486905,13.114367,13.369251,12.875499
0,13.052027,12.647984,13.072056,13.912262,12.481644,12.606509,14.111302,13.052236,12.63692
0,13.250805,13.148724,13.740236,14.097747,12.649427,12.752033,13.242478,13.104117,13.046574
0,13.421962
0,13.521656
0,13.243075
0,12.930754
0,13.303394
0,13.381058
0,13.215195
0,13.451618
0,13.654722
0,13.350346
0,13.271078
0,13.37823
0,13.69167
0,13.867375
0,14.002222
0,14.221371
0,14.387035
0,15.181277
0,16.372603
0,17.021422
0,21.432281
0,29.897115
0,54.610926
