0,12.441942
0,12.039377
0,11.866935
0,13.395396
0,13.18518
0,13.451392
0,13.134813
0,13.00053
0,13.387229
0,12.236121
0,12.553297
0,11.928242
0,13.248585
0,13.415048
0,13.100035
0,13.014899
0,13.939481
0,13.699527
0,13.499891
0,13.738369
0,12.174051
0,13.051549
0,12.4349
0,13.640329
0,13.763436
0,13.238394
0,12.671645
0,13.677916
0,13.469667
0,13.968435
0,14.018598
0,13.77692
0,13.781347
0,13.809711
0,13.671685
0,13.841065
0,13.740219
0,13.950307
0,14.132438
0,13.97448
0,13.136103
0,14.032804
0,14.040029
0,13.977495
0,13.914223
0,14.784081
0,14.725426
0,14.948468
0,14.770225
0,13.661344
0,14.829519
0,14.793496
0,14.79674
0,15.201884
0,18.698045
0,18.642599
0,19.161471
0,18.92041
0,19.066238
0,22.427983
0,22.30959
0,18.93469
0,18.924361
0,24.992422
0,24.252441
0,24.869905
0,24.971151
0,32.233681
0,25.815384
0,32.104892
0,24.481216
0,25.060473
0,38.203251
0,36.386503
0,37.242014
0,37.263
0,36.192237
0,50.131439
0,36.818903
0,50.457647
0,37.352142
0,74.018208
0,74.315835
0,73.992919
0,84.042698
0,72.995019
0,74.047756
0,74.565838
0,74.610996
0,74.222892
0,135.510404
0,135.572402
0,135.578109
0,135.662227
0,135.591755
0,156.693983
0,135.615413
0,135.866764
0,136.685858
